final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_001580,1057810.0,Manipur,23.9939,94.0573,656.9,22.45,203.0,-0.657,65.3,235.9,413.4,Shrubland,0.298,Laterite,550.5,217.8,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001581,1050594.0,Mizoram,23.7281,92.7175,1515.6,35.23,100.6,-1.393,27.6,53.8,101.8,Open Forest,0.266,Sandy Loam,462.3,411.6,1.0,Pre-monsoon (Apr-May),Severe (5+),1.0,9.0,real_event,PRISM_001581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001582,938449.0,Sikkim,27.3721,88.708,2442.7,45.13,118.1,-2.611,100.2,212.6,489.7,Barren/Degraded,0.48,Laterite,334.8,107.5,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001583,1057893.0,Manipur,24.954,94.2156,1505.8,21.53,334.7,-0.658,51.1,100.9,200.3,Open Forest,0.339,Loam,1419.4,691.4,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001584,1057368.0,Manipur,24.004,93.9815,850.4,34.5,282.5,1.648,287.6,678.8,1607.3,Shrubland,0.59,Silty Clay,663.5,623.7,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001585,1050682.0,Assam,25.132228,93.04681,275.1,19.66,70.9,-1.379,11.5,30.8,77.0,Built-up,0.108,Silty Clay,379.1,309.6,1.0,Pre-monsoon (Apr-May),No fatalities,0.0,7.0,real_event,PRISM_001585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001586,938256.0,Sikkim,27.13862165,88.22551799,1802.3,40.69,244.8,-2.13,49.2,183.3,339.2,Barren/Degraded,0.283,Rocky/Skeletal,168.1,188.2,1.0,Monsoon (Jun-Sep),Moderate (3-5),1.0,9.0,real_event,PRISM_001586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001587,1050796.0,Manipur,24.7543,93.5039,1958.7,24.27,11.5,1.402,54.2,113.2,289.7,Dense Forest,0.191,Loam,140.5,54.5,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001588,1050671.0,Assam,24.7979,92.9974,90.0,16.24,181.0,0.181,108.2,221.0,510.9,Dense Forest,0.779,Loam,98.5,569.3,1.0,Monsoon (Jun-Sep),Moderate (3-5),1.0,9.0,real_event,PRISM_001588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001589,1050675.0,Assam,25.16270441,93.01486436,216.3,17.05,47.1,-1.622,48.9,141.6,282.1,Cropland,0.516,Laterite,142.1,388.0,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,9.0,real_event,PRISM_001589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001590,938398.0,Sikkim,27.172,88.5292,3969.0,33.55,21.8,1.368,10.5,25.0,53.9,Barren/Degraded,0.153,Sandy Loam,83.6,95.7,1.0,Post-monsoon (Oct-Nov),No fatalities,0.0,9.0,real_event,PRISM_001590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001591,1050592.0,Mizoram,23.72988966,92.71495623,784.5,21.29,52.8,-0.504,7.4,25.5,55.6,Built-up,0.193,Laterite,188.9,382.8,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,7.0,real_event,PRISM_001591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001592,1048479.0,Assam,26.159,91.8178,166.0,18.84,95.5,0.519,145.1,286.9,551.7,Cropland,0.48,Loam,530.9,221.8,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001593,1057926.0,Manipur,25.11956675,94.36416626,1174.2,33.54,45.6,1.085,105.8,232.2,395.3,Cropland,0.315,Rocky/Skeletal,1040.6,499.1,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001594,938419.0,Sikkim,27.1954,88.6115,3852.5,37.05,160.7,-0.087,35.0,103.6,193.0,Built-up,0.477,Loam,573.4,187.0,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001595,1051132.0,Manipur,24.8029,93.6228,1277.8,25.14,36.1,1.376,42.1,106.6,216.5,Barren/Degraded,0.477,Loam,414.8,300.1,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001596,938260.0,Sikkim,27.3425,88.2426,3380.9,38.59,191.5,-0.929,36.9,84.8,151.0,Barren/Degraded,0.387,Laterite,180.7,197.8,1.0,Monsoon (Jun-Sep),Moderate (3-5),1.0,9.0,real_event,PRISM_001596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001597,1050610.0,Mizoram,23.74253,92.73868,523.9,29.5,65.1,1.336,100.6,240.1,389.1,Open Forest,0.354,Clay Loam,1275.5,352.2,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,7.0,real_event,PRISM_001597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001598,1048448.0,Assam,26.1985,91.7998,283.0,11.9,15.3,0.578,123.3,225.2,402.3,Shrubland,0.192,Clay Loam,81.0,258.1,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001599,938257.0,Sikkim,27.28329478,88.23595536,1478.1,37.11,93.2,0.306,145.4,436.2,1069.4,Shrubland,0.361,Rocky/Skeletal,397.1,259.1,1.0,Monsoon (Jun-Sep),Severe (5+),1.0,9.0,real_event,PRISM_001599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001600,938390.0,Sikkim,27.74367525,88.52635367,2047.3,43.33,274.7,-0.068,42.6,101.5,262.5,Barren/Degraded,0.391,Laterite,656.6,101.7,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,9.0,real_event,PRISM_001600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001601,1050678.0,Mizoram,23.65637182,93.02746602,1101.7,28.17,182.8,-2.697,125.1,260.3,626.5,Barren/Degraded,0.13,Clay Loam,947.3,111.2,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001602,1050648.0,Assam,24.81395989,92.85687296,141.0,14.77,50.3,-0.626,13.5,27.3,49.3,Barren/Degraded,0.357,Sandy Loam,233.6,297.1,1.0,Pre-monsoon (Apr-May),Moderate (3-5),1.0,9.0,real_event,PRISM_001602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001603,1048549.0,Assam,26.13140438,91.93086808,276.0,7.83,149.0,0.69,28.1,56.9,91.1,Shrubland,0.394,Laterite,396.7,201.0,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,9.0,real_event,PRISM_001603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001604,1054637.0,Manipur,25.1555,93.8474,1207.5,25.24,152.5,-1.792,16.1,54.0,104.7,Dense Forest,0.283,Clay Loam,144.3,199.1,1.0,Pre-monsoon (Apr-May),No fatalities,0.0,9.0,real_event,PRISM_001604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001605,1050596.0,Mizoram,23.7313,92.7187,453.0,23.27,37.5,0.176,33.9,122.4,242.8,Barren/Degraded,0.283,Laterite,288.6,166.6,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001606,1050642.0,Assam,25.118398,92.853913,263.0,14.67,94.3,-1.557,14.4,43.4,100.9,Open Forest,0.24,Laterite,802.8,53.1,1.0,Pre-monsoon (Apr-May),No fatalities,0.0,7.0,real_event,PRISM_001606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001607,1050617.0,Assam,26.96437841,92.78260587,52.9,15.19,260.4,0.846,45.1,102.9,175.6,Built-up,0.253,Rocky/Skeletal,1171.5,296.5,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001608,1057918.0,Manipur,24.819,94.3551,868.2,29.82,92.4,-0.769,150.8,288.8,684.6,Dense Forest,0.509,Loam,650.3,111.4,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001609,1050658.0,Mizoram,23.83655634,92.88807365,963.9,36.39,163.8,0.358,29.1,100.7,202.7,Dense Forest,0.486,Rocky/Skeletal,299.7,189.4,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,9.0,real_event,PRISM_001609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001610,938429.0,Sikkim,27.54255403,88.62957834,1167.8,34.74,28.3,-1.563,53.4,99.8,186.0,Barren/Degraded,0.038,Rocky/Skeletal,1061.2,602.0,1.0,Monsoon (Jun-Sep),No fatalities,0.0,9.0,real_event,PRISM_001610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001611,938438.0,Sikkim,27.5509,88.6475,1409.6,44.75,39.1,-0.445,66.3,191.1,419.2,Dense Forest,0.365,Silty Clay,1290.7,53.2,1.0,Monsoon (Jun-Sep),No fatalities,0.0,10.0,real_event,PRISM_001611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001612,1057849.0,Manipur,25.4379,94.1162,1798.4,25.29,264.3,-0.086,10.5,41.2,101.7,Cropland,0.377,Clay Loam,72.4,222.6,1.0,Post-monsoon (Oct-Nov),No fatalities,0.0,9.0,real_event,PRISM_001612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_001613,1057769.0,Manipur,24.1077,94.0396,663.4,35.22,301.7,0.566,108.1,199.3,436.4,Shrubland,0.02,Loam,1377.2,145.5,1.0,Monsoon (Jun-Sep),Severe (5+),1.0,9.0,real_event,PRISM_001613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,github_real_event,observed,False,observed_landslide,github_real_event,observed,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
